id,title,skills1
12278,Head of Interactive,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Interactive Media']"
12279,Lead Clerk,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Office Operations']"
12280,Test Development Manager,"['Software Infrastructure', 'Test Management Tool', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
12281,Citrix Administrator,"['Visual Basic', 'VMWare ESXi', 'Field Technicians', 'Technical Maintenance', 'Citrix Workspace']"
12282,Sap Supply Chain Management Consultant,"['Visual Basic', 'AutoCAD', 'Certified SAP Consultant', 'SAP Implementation', 'PHP']"
12283,Senior Supply Chain Consultant,"['Visual Basic', 'AutoCAD', 'Certified SAP Consultant', 'PHP', 'Field Technicians']"
12284,Technical Secretary,"['Software Infrastructure', 'Executive Support', 'Executive Services', 'Engineering', 'Field Technicians']"
12285,Vice President Corporate Planning,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Business Owner Planning', 'Strat']"
12286,Vice President of Worldwide Marketing,"['Strategic Marketing Management', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
12287,Business Development Team,"['Business Development Support', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
12288,Coast Regional Manager,"['AutoCAD', 'PHP', 'Branch Management', 'Field Technicians', 'Technical Maintenance']"
12290,Education Sales Manager,"['PHP', 'Field Technicians', 'School Marketing', 'Technical Maintenance', 'Marketing Education']"
12291,Hardware Development Manager,"['Software Infrastructure', 'Hardware Development', 'Hardware Design', 'Engineering', 'Field Technicians']"
12292,Realtor Assistant,"['Realtor Relations', 'AutoCAD', 'Sales', 'PHP', 'Field Technicians']"
12293,Sap Key User,"['Visual Basic', 'AutoCAD', 'SAP Implementation', 'Field Technicians', 'SAP S/4HANA']"
12294,Audit Clerk,"['AutoCAD', 'PHP', 'Field Technicians', 'Accounting', 'Technical Maintenance']"
12295,Broadcast Supervisor,"['Script Supervision', 'PHP', 'Field Technicians', 'Broadcast Engineering', 'Technical Maintenance']"
12296,Business Support Lead,"['AutoCAD', 'Business Development Support', 'Support Services', 'Enterprise Support', 'PHP']"
12297,Developer Technical Support,"['Technical Support', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Technical Assistance']"
12298,Management Information System Consultant,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design', 'Software Industry']"
12299,Special Correspondent,"['Python (Programming Language)', 'Hard News Reporting', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12301,Culinary Director,"['AutoCAD', 'PHP', 'Field Technicians', 'Cooking', 'Technical Maintenance']"
12302,Deputy Administrator,"['AutoCAD', 'Department Administration', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12303,Economic Assistant,"['AutoCAD', 'Economic Research', 'PHP', 'Economic Intelligence', 'Field Technicians']"
12304,Head of Sales Operations,"['E-Commerce', 'PHP', 'Commercial Operation', 'Field Technicians', 'Agile Methodologies']"
12305,Information Communication Analyst,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Performance Analysis', 'Software Design']"
12306,Information Technology Procurement Manager,"['Visual Basic', 'PHP', 'Field Technicians', 'Agile Methodologies', 'Technical Maintenance']"
12307,Laboratory Monitor,"['AutoCAD', 'Lab Testing', 'Laboratory Equipment', 'Field Technicians', 'LabManager']"
12308,Quality Assurance Test Analyst,"['Quality Assurance Analysis', 'Python (Programming Language)', 'Test Assurance', 'PHP', 'Field Technicians']"
12309,Reimbursement Analyst,"['Visual Basic', 'AutoCAD', 'Medical Claims Processing', 'Oracle Database', 'Field Technicians']"
12310,Senior Director Program Management,"['PHP', 'Medical Devices', 'Field Technicians', 'Program Oversight', 'Technical Maintenance']"
12311,Senior Telecommunications Consultant,"['Software Infrastructure', 'Voice over IP (VoIP)', 'Technical Sales Consulting', 'Telecommunications Systems', 'Engineering']"
12312,Senior Visual Designer,"['User Experience (UX)', 'PHP', 'WordPress', 'Field Technicians', 'Technical Maintenance']"
12313,Assistant Banquet Manager,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Event Management']"
12314,Assistant Manager of Technology,"['Technology Management', 'PHP', 'Field Technicians', 'Technical Operations', 'Technical Maintenance']"
12315,Category Head,"['Software Infrastructure', 'Consumer Products', 'E-Commerce', 'PHP', 'Engineering']"
12317,Industry Sales Manager,"['Software Infrastructure', 'Voice over IP (VoIP)', 'PHP', 'Engineering', 'Field Technicians']"
12318,Regional Customer Manager,"['Visual Basic', 'AutoCAD', 'Sales', 'PHP', 'Field Technicians']"
12319,Trade Marketing Coordinator,"['AutoCAD', 'PHP', 'Field Technicians', 'Agile Methodologies', 'Technical Maintenance']"
12320,Assistant Associate Professor,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Assistant Teaching', 'University Lecturing']"
12321,Associate Registrar,"['Software Infrastructure', 'AutoCAD', 'PHP', 'Engineering', 'Higher Education Administration']"
12323,Commercial Assistant Internal,"['Visual Basic', 'AutoCAD', 'Commercial Work', 'Oracle Database', 'PHP']"
12324,Corporate Sales Marketing,"['Software Infrastructure', 'AutoCAD', 'Voice over IP (VoIP)', 'PHP', 'Engineering']"
12325,Enrollment Coordinator,"['Visual Basic', 'AutoCAD', 'Enrollment Services', 'Student Recruiting', 'Online Enrollment']"
12326,Event Services Manager,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)', 'Event Management']"
12327,Field Project Manager,"['Software Infrastructure', 'Field Coordination', 'Engineering', 'Complex Project Management', 'Field Technicians']"
12328,Italian Teacher,"['AutoCAD', 'PHP', 'Teaching English as a Foreign Language', 'Field Technicians', 'Technical Maintenance']"
12329,Market Intelligence Analyst,"['Intelligence Analysis', 'Oracle Database', 'Market Information (Direct Marketing)', 'PHP', 'Field Technicians']"
12330,Recruitment Development Manager,"['PHP', 'Field Technicians', 'Corporate Recruiting', 'Technical Maintenance', 'Recruitment Training']"
12331,Senior Business Partner,"['HR Business Partnering', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Construction']"
12332,Senior Client Consultant,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)', 'Pre-Sales Consulting']"
12333,Acquisition Intern,"['Software Infrastructure', 'AutoCAD', 'International Acquisitions', 'Engineering', 'Field Technicians']"
12334,Chief Software Engineer,"['Software Infrastructure', 'Control Software', 'Safety Critical Software', 'Engineering', 'Field Technicians']"
12335,Director Corporate Quality,"['Visual Basic', 'AutoCAD', 'Field Technicians', 'Agile Methodologies', 'Technical Maintenance']"
12336,Independent Broker,"['PHP', 'Independent Financial Advice', 'Field Technicians', 'Technical Maintenance', 'Sell Side']"
12337,Independent Executive,"['Independent Financial Advice', 'Field Technicians', 'Technical Maintenance', 'Enterprise Consulting', 'Non-Executive Director']"
12338,Media Relations Officer,"['PHP', 'Field Technicians', 'Media Representation', 'Technical Maintenance', 'Media Relations']"
12339,Print Consultant,"['Visual Basic', 'AutoCAD', 'Print Management', 'PHP', 'Field Technicians']"
12340,Produce Clerk,"['Software Infrastructure', 'Visual Basic', 'AutoCAD', 'Retail Food', 'PHP']"
12341,Promotions Team,"['AutoCAD', 'National Promotions', 'PHP', 'Promotional Staffing', 'Field Technicians']"
12342,Senior Collector,"['Visual Basic', 'AutoCAD', 'Oracle Database', 'Banking', 'PHP']"
12343,Student Mentor,"['Software Infrastructure', 'Student Counseling', 'Engineering', 'Field Technicians', 'Professional Mentoring']"
12344,Corporate Travel Manager,"['AutoCAD', 'PHP', 'CTM', 'Field Technicians', 'Agile Methodologies']"
12345,Finance Accounting Consultant,"['Field Technicians', 'Technical Maintenance', 'Accounting Consulting', 'Tax', 'Software Design']"
12346,Lean Manufacturing Manager,"['Visual Basic', 'AutoCAD', 'PHP', 'Production Management', 'Field Technicians']"
12347,Mortgage Lender,"['Banking', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Mortgage Underwriting']"
12349,Private Equity Analyst,"['Software Infrastructure', 'Equity Research', 'Equity Research Analysis', 'Engineering', 'Field Technicians']"
12350,Professional Writer,"['Software Infrastructure', 'Manuscript', 'Literary Writing', 'PHP', 'Engineering']"
12351,Professor of Theater,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'University Lecturing']"
12352,Recreation Therapist,"['Field Technicians', 'Technical Maintenance', 'Registered Play Therapist', 'Software Design', 'Software Industry']"
12353,Security Auditor,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Technical Maintenance', 'Information System Audit']"
12354,Senior Service Technician,"['AutoCAD', 'Technical Support', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12355,Agency Representative,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Construction']"
12356,Data Operator,"['Software Infrastructure', 'AutoCAD', 'Data Maintenance', 'Engineering', 'Field Technicians']"
12357,Director Private Banking,"['Banking', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
12358,Instructional Developer,"['Visual Basic', 'AutoCAD', 'Python (Programming Language)', 'PHP', 'Field Technicians']"
12359,Network Design Manager,"['Software Infrastructure', 'Network Architecture', 'Network Engineering', 'Engineering', 'Field Technicians']"
12361,Portfolio Associate,"['Fund Management', 'Corporate Portfolio Management', 'PHP', 'Field Technicians', 'Accounting']"
12362,Press Coordinator,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Media Relations', 'Press Outreach']"
12363,Regional Commercial Manager,"['Visual Basic', 'AutoCAD', 'Banking', 'Sales', 'PHP']"
12364,Sales And Service Consultant,"['AutoCAD', 'Banking', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12365,Senior Vice President Client Services,"['Digital Strategy', 'PHP', 'Field Technicians', 'Agile Methodologies', 'Technical Maintenance']"
12366,Vice President Business Intelligence,"['Visual Basic', 'Digital Strategy', 'Banking', 'PHP', 'Field Technicians']"
12368,Enterprise Support Manager,"['Support Management', 'Enterprise Support', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12369,Information System Assistant,"['Visual Basic', 'AutoCAD', 'Technical Support', 'PHP', 'Field Technicians']"
12370,Legal Recruiter,"['Field Technicians', 'Corporate Recruiting', 'Technical Maintenance', 'Technical Recruiting', 'Staffing Services']"
12371,Software System Analyst,"['Visual Basic', 'PHP', 'Field Technicians', 'Software System Analysis', 'Technical Maintenance']"
12372,Broadcast Negotiator,"['AutoCAD', 'Brokering', 'Commercial Negotiation', 'PHP', 'Broadcast Media']"
12373,Control Buyer,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Purchasing Agents']"
12374,Information System Supervisor,"['Visual Basic', 'AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12375,Information Technology Support Consultant,"['Visual Basic', 'AutoCAD', 'Technical Support', 'PHP', 'Field Technicians']"
12376,Lead Cashier,"['Software Infrastructure', 'AutoCAD', 'Cash Journal', 'Cash Register', 'Engineering']"
12377,Ophthalmic Technician,"['Software Infrastructure', 'AutoCAD', 'Ophthalmology', 'Engineering', 'Field Technicians']"
12379,Treasury Dealer,"['Python (Programming Language)', 'Banking', 'PHP', 'Field Technicians', 'Accounting']"
12380,Acting General Manager,"['Software Infrastructure', 'Interim Management Services', 'Engineering', 'Field Technicians', 'Management Professional']"
12381,Manufacturing Engineering Intern,"['Visual Basic', 'AutoCAD', 'Computer-Aided Design (CAD)', 'PTC Creo', 'Field Technicians']"
12383,Second Assistant Director,"['Software Infrastructure', 'Script Supervision', 'Video Direction', 'PHP', 'On-set Supervision']"
12384,Senior Commercial Analyst,"['AutoCAD', 'ArcGIS Products', 'Cash Flow', 'PHP', 'Field Technicians']"
12385,Travel Assistant,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Travel Agencies']"
12386,Career Management Consultant,"['Career Services', 'Career Development', 'Field Technicians', 'Technical Maintenance', 'Construction']"
12387,Drug Safety Associate,"['AutoCAD', 'Adverse Event Reporting', 'Medical Devices', 'Field Technicians', 'Technical Maintenance']"
12388,General Dentist,"['Geriatric Dentistry', 'Field Technicians', 'Dentistry', 'Technical Maintenance', 'Dental Care']"
12389,Head of Public Affairs,"['Public Affairs', 'Governmental Affairs', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12391,Loss Adjuster,"['Large Loss', 'Property and Casualty Insurance', 'Field Technicians', 'Technical Maintenance', 'Commercial Insurance']"
12393,Research and Development Program Manager,"['AutoCAD', 'Research Project Management', 'Development Project Management', 'Field Technicians', 'Technical Maintenance']"
12394,Solutions Center Manager,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Contact Center Operations', 'Service Center Operations']"
12395,Assistant Athletic Trainer,"['Athletic Training', 'Sales', 'C++', 'Field Technicians', 'Technical Maintenance']"
12396,Community Educator,"['AutoCAD', 'Sustainability Education', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12397,Head of Sales Support,"['Software Infrastructure', 'Support Management', 'Voice over IP (VoIP)', 'PHP', 'Engineering']"
12398,Studio Head,"['Field Technicians', 'Technical Maintenance', 'Film Studios', 'Studio Management', 'Software Design']"
12399,Managing Executive,"['PHP', 'Field Technicians', 'Executive Team', 'Technical Maintenance', 'Construction']"
12400,Materials Project Manager,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Electrical Project Management']"
12401,Senior Manager System Engineering,"['PHP', 'Field Technicians', 'Large Scale Systems', 'Technical Maintenance', 'Systems Management']"
12402,Showroom Sales Specialist,"['AutoCAD', 'PHP', 'Retail', 'Field Technicians', 'Technical Maintenance']"
12403,Advisory Council,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Advisory Boards', 'Advisement']"
12404,Audit Compliance Manager,"['Software Infrastructure', 'Legal Compliance', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
12406,Encoder,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Data Conversion']"
12407,Executive Assistant to Executive Vice President,"['Nonprofit Organizations', 'AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12408,Fleet Coordinator,"['Visual Basic', 'AutoCAD', 'PHP', 'Fleet Operations', 'Field Technicians']"
12409,Head of Faculty,"['Educational Institutions', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Higher Education Leadership']"
12410,Information System Auditor,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'CISA', 'Technical Maintenance']"
12411,Insurance Administrator,"['AutoCAD', 'Insurance Industry', 'Field Technicians', 'Technical Maintenance', 'Insurance Management']"
12412,Relief Manager,"['AutoCAD', 'Respite', 'Interim Management Services', 'Field Technicians', 'Technical Maintenance']"
12414,Service Department Manager,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Department Management']"
12415,Wedding Planner,"['Software Infrastructure', 'AutoCAD', 'PHP', 'Engineering', 'Field Technicians']"
12416,Company Executive Officer,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Executive Team', 'Technical Maintenance']"
12417,Head of Global Marketing,"['Digital Strategy', 'Strategic Marketing Management', 'Enterprise Software', 'E-Commerce', 'PHP']"
12418,Logistics Distribution Manager,"['Visual Basic', 'AutoCAD', 'PHP', 'Field Technicians', 'Agile Methodologies']"
12419,Mobility Consultant,"['Mobility Management', 'Field Technicians', 'Technical Maintenance', 'Media Consultation', 'Consultancy Services']"
12420,Process Team Lead,"['Field Technicians', 'Technical Project Leadership', 'Technical Maintenance', 'Process Champion', 'Building Leadership Teams']"
12421,Administrative Law Judge,"['Legal Administration', 'Field Technicians', 'Technical Maintenance', 'Construction', 'Software Design']"
12422,Assistant Director of Administration,"['AutoCAD', 'Department Administration', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12423,Assistant Manager Process,"['Visual Basic', 'AutoCAD', 'Business Service Management', 'PHP', 'Process Definition']"
12425,Information Programmer,"['Software Infrastructure', 'Computer Science', 'Engineering', 'Field Technicians', 'Computer Information Systems']"
12426,Membership Specialist,"['AutoCAD', 'Membership Marketing', 'Membership Systems', 'Field Technicians', 'Membership Management']"
12427,Parent Educator,"['Field Technicians', 'Early Childhood Education', 'Technical Maintenance', 'Software Design', 'Parent Coaching']"
12428,Power Trader,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Trading Operations', 'Software Design']"
12429,Psychoanalyst,"['Field Technicians', 'Psychoanalytic Psychotherapy', 'Technical Maintenance', 'Psychoanalysis', 'Software Design']"
12430,Research Development Project Lead,"['Software Infrastructure', 'Research Project Management', 'Collaborative R&D', 'Engineering', 'Field Technicians']"
12431,Senior Business Controller,"['Visual Basic', 'Banking', 'PHP', 'Field Technicians', 'Accounting']"
12432,Skipper,"['Software Infrastructure', 'Ship Management', 'Sailing', 'Engineering', 'Field Technicians']"
12433,Technical Design Authority,"['Data Architects', 'Technical Design', 'Field Technicians', 'Technical Solution Design', 'Technical Maintenance']"
12434,Watch Officer,"['Software Infrastructure', 'Ship Security Officer', 'Engineering', 'Field Technicians', 'Certified Protection Officer']"
12435,Director Business Integration,"['Director level', 'Corporate Integration', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12436,Dog Trainer,"['AutoCAD', 'PHP', 'Field Technicians', 'Dog Aggression', 'Technical Maintenance']"
12437,Healthcare Assistant,"['AutoCAD', 'Medical Assisting', 'Field Technicians', 'Technical Maintenance', 'Caregiving']"
12438,House Officer,"['Software Infrastructure', 'Engineering', 'Field Technicians', 'Technical Maintenance', 'HCP']"
12439,Introduction Lead,"['Software Infrastructure', 'AutoCAD', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
12440,Plant Head,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'SOLIDWORKS']"
12441,Production Buyer,"['Visual Basic', 'AutoCAD', 'PHP', 'Production Management', 'Field Technicians']"
12442,Senior Maintenance Engineer,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
12443,Structural Analyst,"['Computer-Aided Design (CAD)', 'C++', 'Field Technicians', 'Technical Maintenance', 'Building Analysis']"
12444,Associate Production Manager,"['AutoCAD', 'PHP', 'Production Management', 'Field Technicians', 'Technical Maintenance']"
12445,Computer Faculty,"['Higher Education Teaching', 'Computer Software Training', 'PHP', 'Computer Science Education', 'Field Technicians']"
12446,Convention Coordinator,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Conference Services']"
12447,Director of Retail Development,"['Director level', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Commercial Development']"
12448,Education Reporter,"['AutoCAD', 'Python (Programming Language)', 'PHP', 'News Writing', 'Field Technicians']"
12450,Health Scientist,"['Python (Programming Language)', 'Field Technicians', 'Technical Maintenance', 'Health Physics', 'Software Design']"
12451,Human Resources Responsible,"['Human Capital Management', 'Field Technicians', 'Accounting', 'Technical Maintenance', 'Software Design']"
12452,Investigative Reporter,"['Python (Programming Language)', 'PHP', 'Field Technicians', 'Narrative Journalism', 'Videography']"
12453,Media Account Manager,"['Search Engine Optimization (SEO)', 'Media Agencies', 'E-Commerce', 'PHP', 'Field Technicians']"
12454,Monitoring Officer,"['Program Monitoring', 'Progress Monitoring', 'Field Technicians', 'Technical Maintenance', 'Safety Monitoring']"
12456,Named Account Manager,"['Software Infrastructure', 'Total Account Management', 'Engineering', 'Field Technicians', 'New Account Management']"
12457,Sports Marketing Intern,"['AutoCAD', 'Sports Business', 'Sports Industry', 'Sales', 'PHP']"
12459,Agency Coordinator,"['AutoCAD', 'Administrative Organization', 'Department Administration', 'PHP', 'Field Technicians']"
12460,Commercial Line Manager,"['AutoCAD', 'Oracle Database', 'Commercial Lines Coverage', 'PHP', 'Sales']"
12461,Commercial Lines Underwriter,"['AutoCAD', 'Oracle Database', 'Commercial Lines Coverage', 'PHP', 'Field Technicians']"
12464,Stage Technician,"['Software Infrastructure', 'Technical Production', 'Engineering', 'Theatrical Electrician', 'Field Technicians']"
12465,Advisor Company,"['Visual Basic', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Accounting Consulting']"
12466,Broadcast Buyer,"['Software Infrastructure', 'Media Agencies', 'PHP', 'Engineering', 'Field Technicians']"
12467,Freight Forwarder,"['AutoCAD', 'Freight Brokerage', 'Oracle Database', 'Freight Transportation', 'Freight']"
12468,Hardware Consultant,"['Software Infrastructure', 'Hardware Infrastructure', 'Voice over IP (VoIP)', 'Engineering', 'Computer Consultation']"
12469,Packaging Supervisor,"['Visual Basic', 'AutoCAD', 'Pharmaceutical Packaging', 'PHP', 'Field Technicians']"
12470,Provisioning Engineer,"['Software Infrastructure', 'Network Services', 'Network Engineering', 'Engineering', 'Field Technicians']"
12471,Sales Marketing Officer,"['Software Infrastructure', 'AutoCAD', 'PHP', 'Engineering', 'Field Technicians']"
12472,Settlement Analyst,"['Visual Basic', 'Python (Programming Language)', 'Bank Reconciliation', 'Banking', 'PHP']"
12473,Summer Research Intern,"['Software Infrastructure', 'Juniors', 'AutoCAD', 'Engineering', 'Field Technicians']"
12474,User Interface Architect,"['User Experience (UX)', 'PHP', 'Field Technicians', 'UG', 'Technical Maintenance']"
12475,Candidate Manager,"['Software Infrastructure', 'Manager Selection', 'Engineering', 'Field Technicians', 'Full Life Cycle Recruiting']"
12476,Chief Sales Marketing Officer,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Construction', 'Software Design']"
12477,Senior Event Coordinator,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
12478,Vice President Business Product Development,"['New Item Development', 'Field Technicians', 'Technical Maintenance', 'New Product Release', 'Software Design']"
12479,Assistant Professor of Finance,"['Accounting Education', 'PHP', 'Field Technicians', 'College Funds', 'Technical Maintenance']"
12480,Chartered Surveyor,"['Software Infrastructure', 'LOS Survey', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
12481,Customer Care Officer,"['AutoCAD', 'Customer Support', 'PHP', 'Customer Service Representatives', 'Customer Relations']"
12482,Customer Service Support Manager,"['Visual Basic', 'AutoCAD', 'Support Management', 'Customer Support', 'Customer Service Management']"
12483,Debt Collector,"['AutoCAD', 'Banking', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12485,Director Contract Management,"['Visual Basic', 'Director level', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12486,Environmental Services Manager,"['Environmental Performance', 'AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12487,Internet Architect,"['Architects', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Architecture Management']"
12488,Procurement Advisor,"['Visual Basic', 'AutoCAD', 'Government', 'PHP', 'Field Technicians']"
12489,Senior Manager Application Development,"['Software Management', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Extract, Transform, Load (ETL)']"
12490,Senior PHP Developer,"['Software Infrastructure', 'E-Commerce', 'PHP', 'Engineering', 'Internet Software']"
12491,Vice President of Global Supply Chain,"['PHP', 'Retail', 'Field Technicians', 'Supply Operations', 'Agile Methodologies']"
12492,Web Application Manager,"['Web Maintenance', 'Web Production Management', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12493,Commodity Broker,"['Visual Basic', 'Brokering', 'Commodity Risk Management', 'Freight Brokerage', 'Python (Programming Language)']"
12494,Executive Director of Technology,"['Director level', 'Technology Management', 'PHP', 'Field Technicians', 'Executive Team']"
12495,Head of Wealth Management,"['Family Wealth Management', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Wealth Accumulation']"
12496,Marketing And Advertising Consultant,"['Software Infrastructure', 'Digital Strategy', 'PHP', 'Engineering', 'Field Technicians']"
12497,Parent Coordinator,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Software Design']"
12498,Senior Development Scientist,"['AutoCAD', 'Field Technicians', 'Technical Maintenance', 'Pharmaceutical Research', 'Software Design']"
12499,Senior Mortgage Loan Officer,"['Visual Basic', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Customer Relationship Management (CRM)']"
12500,Title Manager,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Management Professional']"
12501,Workflow Consultant,"['Software Infrastructure', 'Workflow Automation', 'Business Workflows', 'Workflow Software', 'Voice over IP (VoIP)']"
12502,System Training Manager,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Instructional Systems Development']"
12503,Technical Services Coordinator,"['Visual Basic', 'AutoCAD', 'Support Services', 'Technical Support', 'PHP']"
12505,Vice President External Affairs,"['Software Infrastructure', 'Public Affairs', 'Foreign Affairs', 'External Agencies', 'Governmental Affairs']"
12506,Workflow Manager,"['Visual Basic', 'AutoCAD', 'Business Workflows', 'PHP', 'Field Technicians']"
12507,Capacity Analyst,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Capacity Utilization', 'Performance Analysis']"
12508,Computer Architect,"['Software Infrastructure', 'Software Architecture', 'Architects', 'Engineering', 'Field Technicians']"
12509,Corrosion Engineer,"['AutoCAD', 'Cathodic Protection', 'Field Technicians', 'Technical Maintenance', 'SOLIDWORKS']"
12510,Design Department Manager,"['AutoCAD', 'Design Team Coordination', 'PHP', 'Field Technicians', 'Design Leadership']"
12511,Director Strategic Program,"['Director level', 'PHP', 'Strategic Program Planning Process', 'Field Technicians', 'Technical Maintenance']"
12512,Freelance Proofreader,"['AutoCAD', 'Python (Programming Language)', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12513,Process Improvement Analyst,"['Visual Basic', 'AutoCAD', 'Banking', 'PHP', 'Field Technicians']"
12514,Software Automation Engineer,"['Test Automation Tools', 'Python (Programming Language)', 'Software Quality', 'C++', 'Field Technicians']"
12515,Talent Scout,"['Talent Recognition', 'Field Technicians', 'Technical Maintenance', 'Talent pool analysis', 'Technical Recruiting']"
12516,Umpire,"['AutoCAD', 'Field Technicians', 'Refereeing', 'Technical Maintenance', 'Football']"
12517,Vice President Shared Services,"['Executive Services', 'Support Services', 'PHP', 'Field Technicians', 'Accounting']"
12518,Head of Corporate Affairs,"['Public Affairs', 'Government', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12519,Manager System Programming,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Systems Management', 'Systems Project Management']"
12520,Master Chief,"['Software Infrastructure', 'Engineering', 'Navy', 'Field Technicians', 'USCG Captain']"
12522,Apparel Buyer,"['AutoCAD', 'E-Commerce', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12523,Database Application Developer,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Databases', 'Software Design']"
12524,Graduate Student Intern,"['Software Infrastructure', 'Campus Placement', 'Engineering', 'Field Technicians', 'Technical Maintenance']"
12526,Lean Specialist,"['AutoCAD', 'Certified Lean', 'Field Technicians', 'Technical Maintenance', 'Lean Management']"
12527,Network Operations Supervisor,"['AutoCAD', 'PHP', 'Field Technicians', 'Technical Maintenance', 'Systems Management']"
12528,Office Production Assistant,"['AutoCAD', 'General Office Work', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12529,Program Control Analyst,"['Visual Basic', 'AutoCAD', 'PHP', 'Program Monitoring', 'Field Technicians']"
12530,Regional Team Lead,"['Software Infrastructure', 'Leadership Management', 'Engineering', 'Field Technicians', 'Executive Team']"
12531,Risk Operations Manager,"['PHP', 'Field Technicians', 'Technical Maintenance', 'Business Risk', 'Portfolio Risk Management']"
12532,Quality Trainee,"['Visual Basic', 'AutoCAD', 'Field Technicians', 'Technical Maintenance', 'Quality Assurance']"
12533,Business Travel Sales Manager,"['Software Infrastructure', 'Travel Marketing', 'Business Travel', 'PHP', 'Engineering']"
12534,Infrastructure Support Manager,"['AutoCAD', 'Information Technology Infrastructure', 'PHP', 'Field Technicians', 'Technical Maintenance']"
12535,Product Training Manager,"['Field Technicians', 'Technical Maintenance', 'Product Training', 'Customer Product Training', 'Software Design']"
